plate,number,temperature,salinity,day,time,origin 
14,3,31,35,28,17.71,Singapore
14,3,31,35,28,19.89,Singapore
14,3,31,35,28,23.28,Singapore
14,3,31,35,28,30.22,Singapore
14,3,31,35,28,26.86,Singapore
14,3,31,35,28,27.63,Singapore
14,3,31,35,28,34.04,Singapore
14,3,31,35,28,41.43,Singapore
7,1,31,40,28,66.58,Singapore
7,1,31,40,28,27.46,Singapore
7,1,31,40,28,50.78,Singapore
7,1,31,40,28,27.38,Singapore
7,1,31,40,28,55.3,Singapore
7,1,31,40,28,34.79,Singapore
7,2,31,40,28,46,Singapore
7,2,31,40,28,63.22,Singapore
7,2,31,40,28,66.89,Singapore
7,2,31,40,28,76.88,Singapore
7,3,31,40,28,83.91,Singapore
7,3,31,40,28,88.98,Singapore
