"lat","lon","period","origin","mean_survival"
-30.1505471229026,31.5538802939694,"current","singapore",94.4166666666667
-30.1505471229026,31.5538802939694,"future","med",55.67
-30.1505471229026,31.5538802939694,"future","red",7.01
-30.1505471229026,31.5538802939694,"future","singapore",82.86
-29.7666910767609,153.503880293969,"current","med",55.6666666666667
-29.7666910767609,153.503880293969,"current","red",17.8333333333333
-29.7666910767609,153.503880293969,"current","singapore",61
-29.7666910767609,153.503880293969,"future","med",55.1875
-29.7666910767609,153.503880293969,"future","red",10.9583333333333
-29.7666910767609,153.503880293969,"future","singapore",73.3291666666667
-29.7590021482289,31.5538802939694,"current","med",57.1666666666667
-29.7590021482289,31.5538802939694,"current","red",8.91666666666667
-29.7590021482289,31.5538802939694,"current","singapore",94.4166666666667
-29.7590021482289,31.5538802939694,"future","med",54.845
-29.7590021482289,31.5538802939694,"future","red",6.275
-29.7590021482289,31.5538802939694,"future","singapore",88.475
-29.3752308187299,153.953880293969,"current","med",55.6666666666667
-29.3752308187299,153.953880293969,"current","red",17.8333333333333
-29.3752308187299,153.953880293969,"current","singapore",61
-29.3752308187299,153.953880293969,"future","med",56.6833333333333
-29.3752308187299,153.953880293969,"future","red",12.8958333333333
-29.3752308187299,153.953880293969,"future","singapore",71.65
-29.3750943642448,153.503880293969,"current","med",55.6666666666667
-29.3750943642448,153.503880293969,"current","red",17.8333333333333
-29.3750943642448,153.503880293969,"current","singapore",61
-29.3750943642448,153.503880293969,"future","med",55.1875
-29.3750943642448,153.503880293969,"future","red",10.9583333333333
-29.3750943642448,153.503880293969,"future","singapore",73.3291666666667
-29.3674569524075,31.5538802939694,"current","med",55.0416666666667
-29.3674569524075,31.5538802939694,"current","red",8.54166666666667
-29.3674569524075,31.5538802939694,"current","singapore",90.6041666666667
-29.3674569524075,31.5538802939694,"future","med",54.245
-29.3674569524075,31.5538802939694,"future","red",6.25
-29.3674569524075,31.5538802939694,"future","singapore",88.95
-29.3672439649675,32.0038802939694,"current","med",57.1666666666667
-29.3672439649675,32.0038802939694,"current","red",8.91666666666667
-29.3672439649675,32.0038802939694,"current","singapore",94.4166666666667
-29.3672439649675,32.0038802939694,"future","med",55.67
-29.3672439649675,32.0038802939694,"future","red",7.01
-29.3672439649675,32.0038802939694,"future","singapore",82.86
-28.9836324065365,153.953880293969,"current","med",55.6666666666667
-28.9836324065365,153.953880293969,"current","red",17.8333333333333
-28.9836324065365,153.953880293969,"current","singapore",61
-28.9836324065365,153.953880293969,"future","med",56.6833333333333
-28.9836324065365,153.953880293969,"future","red",12.8958333333333
-28.9836324065365,153.953880293969,"future","singapore",71.65
-28.9756999951588,32.0038802939694,"current","med",57.1666666666667
-28.9756999951588,32.0038802939694,"current","red",8.91666666666667
-28.9756999951588,32.0038802939694,"current","singapore",94.4166666666667
-28.9756999951588,32.0038802939694,"future","med",55.86
-28.9756999951588,32.0038802939694,"future","red",7.17
-28.9756999951588,32.0038802939694,"future","singapore",84.93
-28.9754877429052,32.4538802939693,"current","med",55.9666666666667
-28.9754877429052,32.4538802939693,"current","red",8.76666666666667
-28.9754877429052,32.4538802939693,"current","singapore",91.4833333333333
-28.9754877429052,32.4538802939693,"future","med",54.3305555555556
-28.9754877429052,32.4538802939693,"future","red",6.71388888888889
-28.9754877429052,32.4538802939693,"future","singapore",79.95
-28.9744175706691,311.453880293969,"future","med",49.1333333333333
-28.9744175706691,311.453880293969,"future","red",10.9333333333333
-28.9744175706691,311.453880293969,"future","singapore",70.2
-28.5920331984691,153.953880293969,"current","med",55.6666666666667
-28.5920331984691,153.953880293969,"current","red",17.8333333333333
-28.5920331984691,153.953880293969,"current","singapore",61
-28.5920331984691,153.953880293969,"future","med",56.6833333333333
-28.5920331984691,153.953880293969,"future","red",12.8958333333333
-28.5920331984691,153.953880293969,"future","singapore",71.65
-28.5839450302355,32.4538802939693,"current","med",57.9583333333333
-28.5839450302355,32.4538802939693,"current","red",9.20833333333334
-28.5839450302355,32.4538802939693,"current","singapore",94.6666666666667
-28.5839450302355,32.4538802939693,"future","med",54.1861111111111
-28.5839450302355,32.4538802939693,"future","red",6.55277777777778
-28.5839450302355,32.4538802939693,"future","singapore",79.1555555555556
-28.5828822812411,311.453880293969,"future","med",49.1333333333333
-28.5828822812411,311.453880293969,"future","red",10.9333333333333
-28.5828822812411,311.453880293969,"future","singapore",70.2
-28.2004331773655,153.953880293969,"current","med",55.6666666666667
-28.2004331773655,153.953880293969,"current","red",17.8333333333333
-28.2004331773655,153.953880293969,"current","singapore",61
-28.2004331773655,153.953880293969,"future","med",55.1875
-28.2004331773655,153.953880293969,"future","red",10.9583333333333
-28.2004331773655,153.953880293969,"future","singapore",73.3291666666667
-28.1924021136533,32.4538802939693,"current","med",56.25
-28.1924021136533,32.4538802939693,"current","red",8.25
-28.1924021136533,32.4538802939693,"current","singapore",95.25
-28.1924021136533,32.4538802939693,"future","med",54.1861111111111
-28.1924021136533,32.4538802939693,"future","red",6.55277777777778
-28.1924021136533,32.4538802939693,"future","singapore",79.1555555555556
-28.1921921668416,32.9038802939693,"current","med",55.2333333333334
-28.1921921668416,32.9038802939693,"current","red",8.23333333333334
-28.1921921668416,32.9038802939693,"current","singapore",92.15
-28.1921921668416,32.9038802939693,"future","med",53.2809523809524
-28.1921921668416,32.9038802939693,"future","red",6.43809523809524
-28.1921921668416,32.9038802939693,"future","singapore",78.3190476190476
-28.1915589152538,311.903880293969,"future","med",53.4333333333333
-28.1915589152538,311.903880293969,"future","red",12.5333333333333
-28.1915589152538,311.903880293969,"future","singapore",76.0666666666667
-28.1913468679366,311.453880293969,"future","med",49.1333333333333
-28.1913468679366,311.453880293969,"future","red",10.9333333333333
-28.1913468679366,311.453880293969,"future","singapore",70.2
-27.8088323255025,153.953880293969,"current","med",55.6666666666667
-27.8088323255025,153.953880293969,"current","red",17.8333333333333
-27.8088323255025,153.953880293969,"current","singapore",61
-27.8088323255025,153.953880293969,"future","med",55.7458333333333
-27.8088323255025,153.953880293969,"future","red",11.1041666666667
-27.8088323255025,153.953880293969,"future","singapore",73.6125
-27.8086996519778,153.503880293969,"current","med",55.6666666666667
-27.8086996519778,153.503880293969,"current","red",17.8333333333333
-27.8086996519778,153.503880293969,"current","singapore",61
-27.8086996519778,153.503880293969,"future","med",55.3291666666667
-27.8086996519778,153.503880293969,"future","red",11.4166666666667
-27.8086996519778,153.503880293969,"future","singapore",74.15
-27.80065055099,32.9038802939693,"current","med",55.2333333333334
-27.80065055099,32.9038802939693,"current","red",8.23333333333334
-27.80065055099,32.9038802939693,"current","singapore",92.15
-27.80065055099,32.9038802939693,"future","med",52.9690476190476
-27.80065055099,32.9038802939693,"future","red",5.9
-27.80065055099,32.9038802939693,"future","singapore",78.3452380952381
-27.800021851186,311.903880293969,"current","med",53
-27.800021851186,311.903880293969,"current","red",16.25
-27.800021851186,311.903880293969,"current","singapore",56.5
-27.800021851186,311.903880293969,"future","med",53.4333333333333
-27.800021851186,311.903880293969,"future","red",12.5333333333333
-27.800021851186,311.903880293969,"future","singapore",76.0666666666667
-27.4170989221867,153.503880293969,"current","med",55.6666666666667
-27.4170989221867,153.503880293969,"current","red",17.8333333333333
-27.4170989221867,153.503880293969,"current","singapore",61
-27.4170989221867,153.503880293969,"future","med",55.1875
-27.4170989221867,153.503880293969,"future","red",10.9583333333333
-27.4170989221867,153.503880293969,"future","singapore",73.3291666666667
-27.409108738818,32.9038802939693,"current","med",55.2333333333334
-27.409108738818,32.9038802939693,"current","red",8.23333333333334
-27.409108738818,32.9038802939693,"current","singapore",92.15
-27.409108738818,32.9038802939693,"future","med",52.9690476190476
-27.409108738818,32.9038802939693,"future","red",5.9
-27.409108738818,32.9038802939693,"future","singapore",78.3452380952381
-27.408484640956,311.903880293969,"current","med",46.9166666666667
-27.408484640956,311.903880293969,"current","red",11.1666666666667
-27.408484640956,311.903880293969,"current","singapore",68.5833333333333
-27.408484640956,311.903880293969,"future","med",50.15
-27.408484640956,311.903880293969,"future","red",8.85
-27.408484640956,311.903880293969,"future","singapore",81.65
-27.0254973352266,153.503880293969,"current","med",58.3333333333333
-27.0254973352266,153.503880293969,"current","red",18.8333333333333
-27.0254973352266,153.503880293969,"current","singapore",65.1666666666667
-27.0254973352266,153.503880293969,"future","med",55.3041666666666
-27.0254973352266,153.503880293969,"future","red",10.625
-27.0254973352266,153.503880293969,"future","singapore",72.0791666666667
-27.0175667259508,32.9038802939693,"current","med",55.2333333333334
-27.0175667259508,32.9038802939693,"current","red",8.23333333333334
-27.0175667259508,32.9038802939693,"current","singapore",92.15
-27.0175667259508,32.9038802939693,"future","med",52.9690476190476
-27.0175667259508,32.9038802939693,"future","red",5.9
-27.0175667259508,32.9038802939693,"future","singapore",78.3452380952381
-27.0169472813067,311.903880293969,"current","med",49.1333333333333
-27.0169472813067,311.903880293969,"current","red",10.9333333333333
-27.0169472813067,311.903880293969,"current","singapore",70.2
-27.0169472813067,311.903880293969,"future","med",50.15
-27.0169472813067,311.903880293969,"future","red",8.85
-27.0169472813067,311.903880293969,"future","singapore",81.65
-26.6338948717803,153.503880293969,"current","med",61
-26.6338948717803,153.503880293969,"current","red",20.4166666666667
-26.6338948717803,153.503880293969,"current","singapore",69.6666666666667
-26.6338948717803,153.503880293969,"future","med",54.03
-26.6338948717803,153.503880293969,"future","red",10.2333333333333
-26.6338948717803,153.503880293969,"future","singapore",70.1233333333333
-26.6260245078655,32.9038802939693,"current","med",55.2333333333334
-26.6260245078655,32.9038802939693,"current","red",8.23333333333334
-26.6260245078655,32.9038802939693,"current","singapore",92.15
-26.6260245078655,32.9038802939693,"future","med",51.9214285714286
-26.6260245078655,32.9038802939693,"future","red",5.43809523809524
-26.6260245078655,32.9038802939693,"future","singapore",79.4357142857143
-26.6256151832673,312.353880293969,"current","med",54.6
-26.6256151832673,312.353880293969,"current","red",15.8
-26.6256151832673,312.353880293969,"current","singapore",58.4
-26.6256151832673,312.353880293969,"future","med",54.9333333333333
-26.6256151832673,312.353880293969,"future","red",11.6666666666667
-26.6256151832673,312.353880293969,"future","singapore",75.8666666666667
-26.6254097688707,311.903880293969,"current","med",47.9375
-26.6254097688707,311.903880293969,"current","red",4.45833333333333
-26.6254097688707,311.903880293969,"current","singapore",91.875
-26.6254097688707,311.903880293969,"future","med",50.0861111111111
-26.6254097688707,311.903880293969,"future","red",8.48333333333333
-26.6254097688707,311.903880293969,"future","singapore",80.2666666666667
-26.6252039205836,311.453880293969,"current","med",50.6625
-26.6252039205836,311.453880293969,"current","red",4.8
-26.6252039205836,311.453880293969,"current","singapore",95.4
-26.6252039205836,311.453880293969,"future","med",48.4166666666667
-26.6252039205836,311.453880293969,"future","red",5.77708333333333
-26.6252039205836,311.453880293969,"future","singapore",86.1291666666667
-26.2422915118707,153.503880293969,"current","med",58.3333333333333
-26.2422915118707,153.503880293969,"current","red",18.8333333333333
-26.2422915118707,153.503880293969,"current","singapore",65.1666666666667
-26.2422915118707,153.503880293969,"future","med",54.03
-26.2422915118707,153.503880293969,"future","red",10.2333333333333
-26.2422915118707,153.503880293969,"future","singapore",70.1233333333333
-26.2344820798848,32.9038802939693,"current","med",55.2333333333334
-26.2344820798848,32.9038802939693,"current","red",8.23333333333334
-26.2344820798848,32.9038802939693,"current","singapore",92.15
-26.2344820798848,32.9038802939693,"future","med",52.2261904761905
-26.2344820798848,32.9038802939693,"future","red",5.45714285714286
-26.2344820798848,32.9038802939693,"future","singapore",78.0071428571429
-26.2340759242553,312.353880293969,"current","med",49.1333333333333
-26.2340759242553,312.353880293969,"current","red",10.9333333333333
-26.2340759242553,312.353880293969,"current","singapore",70.2
-26.2340759242553,312.353880293969,"future","med",54.9333333333333
-26.2340759242553,312.353880293969,"future","red",11.6666666666667
-26.2340759242553,312.353880293969,"future","singapore",75.8666666666667
-26.2338721001658,311.903880293969,"current","med",42.5277777777778
-26.2338721001658,311.903880293969,"current","red",3.06944444444445
-26.2338721001658,311.903880293969,"current","singapore",93.9166666666667
-26.2338721001658,311.903880293969,"future","med",47.3255555555556
-26.2338721001658,311.903880293969,"future","red",7.37666666666667
-26.2338721001658,311.903880293969,"future","singapore",82.6411111111111
-26.2336678455449,311.453880293969,"current","med",50.7
-26.2336678455449,311.453880293969,"current","red",4.6
-26.2336678455449,311.453880293969,"current","singapore",94.3
-26.2336678455449,311.453880293969,"future","med",46.4291666666666
-26.2336678455449,311.453880293969,"future","red",5.7125
-26.2336678455449,311.453880293969,"future","singapore",86.8083333333333
-25.8506872348294,153.503880293969,"current","med",59.1666666666667
-25.8506872348294,153.503880293969,"current","red",19.4166666666667
-25.8506872348294,153.503880293969,"current","singapore",66.4444444444444
-25.8506872348294,153.503880293969,"future","med",54.03
-25.8506872348294,153.503880293969,"future","red",10.2333333333333
-25.8506872348294,153.503880293969,"future","singapore",70.1233333333333
-25.8429394371693,32.9038802939693,"current","med",55.525
-25.8429394371693,32.9038802939693,"current","red",8.2
-25.8429394371693,32.9038802939693,"current","singapore",92.05
-25.8429394371693,32.9038802939693,"future","med",52.0904761904762
-25.8429394371693,32.9038802939693,"future","red",5.34285714285714
-25.8429394371693,32.9038802939693,"future","singapore",76.5285714285714
-25.8427382254775,33.3538802939694,"current","med",55.2333333333334
-25.8427382254775,33.3538802939694,"current","red",8.23333333333334
-25.8427382254775,33.3538802939694,"current","singapore",92.15
-25.8427382254775,33.3538802939694,"future","med",52.7654761904762
-25.8427382254775,33.3538802939694,"future","red",5.40714285714286
-25.8427382254775,33.3538802939694,"future","singapore",79.5166666666667
-25.8427382254775,312.803880293969,"future","med",59.5
-25.8427382254775,312.803880293969,"future","red",16.7
-25.8427382254775,312.803880293969,"future","singapore",64.8
-25.842536487039,312.353880293969,"current","med",49.1333333333333
-25.842536487039,312.353880293969,"current","red",10.9333333333333
-25.842536487039,312.353880293969,"current","singapore",70.2
-25.842536487039,312.353880293969,"future","med",50.15
-25.842536487039,312.353880293969,"future","red",8.85
-25.842536487039,312.353880293969,"future","singapore",81.65
-25.842334271589,311.903880293969,"current","med",45.2
-25.842334271589,311.903880293969,"current","red",3.30833333333334
-25.842334271589,311.903880293969,"current","singapore",96.6833333333334
-25.842334271589,311.903880293969,"future","med",44.1833333333334
-25.842334271589,311.903880293969,"future","red",6.52
-25.842334271589,311.903880293969,"future","singapore",82.0166666666667
-25.8376670883234,44.6038802939694,"current","med",57.75
-25.8376670883234,44.6038802939694,"current","red",8.25
-25.8376670883234,44.6038802939694,"current","singapore",90.5
-25.8376670883234,44.6038802939694,"future","med",53.0496031746032
-25.8376670883234,44.6038802939694,"future","red",8.21626984126985
-25.8376670883234,44.6038802939694,"future","singapore",65.1021825396825
-25.8374684781226,45.0538802939694,"current","med",55.6
-25.8374684781226,45.0538802939694,"current","red",7.6
-25.8374684781226,45.0538802939694,"current","singapore",90.6
-25.8374684781226,45.0538802939694,"future","med",54.0267857142857
-25.8374684781226,45.0538802939694,"future","red",9.49404761904763
-25.8374684781226,45.0538802939694,"future","singapore",64.8630952380952
-25.8372706413489,45.5038802939694,"current","med",50.3333333333333
-25.8372706413489,45.5038802939694,"current","red",6.5
-25.8372706413489,45.5038802939694,"current","singapore",80.6666666666667
-25.8372706413489,45.5038802939694,"future","med",53.8065476190476
-25.8372706413489,45.5038802939694,"future","red",7.05357142857143
-25.8372706413489,45.5038802939694,"future","singapore",72.797619047619
-25.8370736268191,45.9538802939694,"current","med",50.3333333333333
-25.8370736268191,45.9538802939694,"current","red",6.5
-25.8370736268191,45.9538802939694,"current","singapore",80.6666666666667
-25.8370736268191,45.9538802939694,"future","med",51.25
-25.8370736268191,45.9538802939694,"future","red",5.99761904761905
-25.8370736268191,45.9538802939694,"future","singapore",78.5714285714286
-25.8344285387589,113.903880293969,"current","med",65.1625
-25.8344285387589,113.903880293969,"current","red",41.075
-25.8344285387589,113.903880293969,"current","singapore",20.525
-25.8344285387589,113.903880293969,"future","med",61.5555555555555
-25.8344285387589,113.903880293969,"future","red",30.3571428571429
